URL,DSLD ID,Product Name,Brand Name,Bar Code,Net Contents,Serving Size,Product Type [LanguaL],Supplement Form [LanguaL],Date Entered into DSLD,Market Status,Suggested Use
https://dsld.od.nih.gov/label/299805,299805,Exterminate,Huge Nutrition,7 28614 78008 7,90 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2023-11-22,On Market,Suggested use: As a dietary supplement; take three (3) capsules with 8-12 fl oz of water. New users may wish to assess tolerance with 1 capsule.
https://dsld.od.nih.gov/label/299806,299806,Focus,Huge Nutrition,7 28614 78507 5,240 Capsule(s),8 Capsule(s),Other Combinations [A1325],Capsule [E0159],2023-12-14,On Market,Suggested Use: As a dietary supplement; take eight (8) capsules with 8-12 fl oz of water.
https://dsld.od.nih.gov/label/299807,299807,Formula XII Candy Apple,Huge Nutrition,7 28614 78140 4,954 Gram(s); 33.65 Ounce(s),31.8 Gram(s) [1 Scoop],Other Combinations [A1325],Powder [E0162],2023-12-14,On Market,Suggested use: As a dietary supplement; take one (1) scoop with 8-12 fl oz of water.
https://dsld.od.nih.gov/label/299808,299808,Hibernate Peach Mango,Huge Nutrition,7 28614 78170 1,232 Gram(s); 8.18 Ounce(s),9.3 Gram(s) [1 scoop],Other Combinations [A1325],Powder [E0162],2023-12-14,On Market,Suggested Use:As a dietary supplement; take one (1) scoop with 8-12 fl oz of water.
https://dsld.od.nih.gov/label/299809,299809,Huge Multi,Huge Nutrition,7 28614 78194 7,120 Capsule(s),4 Capsule(s),Other Combinations [A1325],Capsule [E0159],2023-11-22,On Market,Suggested Use: As a dietary supplement; take four (4) capsules with 8-12 fl oz of water.
https://dsld.od.nih.gov/label/299810,299810,Huge Whey Strawberry Cheesecake,Huge Nutrition,7 28614 78768 0,2.48 Pound(s); 1125 Gram(s),37.5 Gram(s) [1 Scoop],Amino acid/Protein [A1305],Powder [E0162],2023-11-22,On Market,Suggested use: As a dietary supplement; take one (1) scoop with 12-18 fl oz of water.
https://dsld.od.nih.gov/label/299811,299811,Joint Support,Huge Nutrition,7 28614 78952 3,180 Capsule(s),6 Capsule(s),Other Combinations [A1325],Capsule [E0159],2023-12-14,On Market,Suggested Use: As a dietary supplement; take six (6) capsules with 8-12 fl oz of water.
https://dsld.od.nih.gov/label/299812,299812,Magnify,Huge Nutrition,7 28614 78082 7,180 Capsule(s),6 Capsule(s),Other Combinations [A1325],Capsule [E0159],2023-12-14,On Market,Suggested Use: As a dietary supplement; take six (6) capsules with 8-12 fl oz of water.
https://dsld.od.nih.gov/label/299813,299813,Pump Serum Jungle Juice,Huge Nutrition,7 28614 78057 5,175 Gram(s); 27.34 Ounce(s),31 Gram(s) [1 Scoop],Other Combinations [A1325],Powder [E0162],2023-12-14,On Market,Suggested use:As a dietary supplement; take one (1) scoop with 8-12 fl oz of water.
https://dsld.od.nih.gov/label/299814,299814,Rebirth PCT,Huge Supplements,7 28614 78775 8,180 Capsule(s),6 Capsule(s),Other Combinations [A1325],Capsule [E0159],2023-12-14,On Market,Suggested Use: As a dietary supplement; take six (6) capsules with 8-12 fl oz of water.
https://dsld.od.nih.gov/label/299815,299815,Sapogenix,Huge Nutrition,7 28614 78007 0,60 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2023-12-14,On Market,Suggested Use: As a dietary supplement; take one (1) tablet twice daily.
https://dsld.od.nih.gov/label/299816,299816,Utilize,Huge Nutrition,7 28614 78012 4,180 Capsule(s),3 Capsule(s),Other Combinations [A1325],Capsule [E0159],2023-11-22,On Market,Suggested use: As a dietary supplement; take 3 capsules in the morning and 3 capsules in the evening; for a daily dosage of 6 capsules.
https://dsld.od.nih.gov/label/299817,299817,Vital,Huge Nutrition,7 28614 78056 8,120 Capsule(s),4 Capsule(s),Other Combinations [A1325],Capsule [E0159],2023-12-14,On Market,Suggested Use: As a dietary supplement; take four (4) capsules with 8-12 fl oz of water.
https://dsld.od.nih.gov/label/299818,299818,Wrecked Extreme Pre-Workout Jungle Candy,Huge Nutrition,7 28614 78288 3,338 Gram(s); 11.92 Ounce(s),16.9 Gram(s) [1 Scoop],Other Combinations [A1325],Powder [E0162],2023-12-14,On Market,Suggested Use:As a dietary supplement; take one (1) scoop with 8 -12 fl oz of water. New users may wish to assess tolerance with 1/2 scoop.
https://dsld.od.nih.gov/label/299819,299819,Wrecked Pre-Workout Raspberry Mojito,Huge Nutrition,7 28614 78051 3,1.33 Pound(s); 604 Gram(s),15.1 Gram(s) [1/2-1 Scoop],Other Combinations [A1325],Powder [E0162],2023-12-14,On Market,As a dietary supplement; take one (1) scoop with 8-12 oz of water; new users may wish to assess tolerance with 1/2 scoop.
https://dsld.od.nih.gov/label/299820,299820,Organic Wheat Grass,Amazing Grass,8 29835 01300 5,1.06 Pound(s); 480 Gram(s),8 Gram(s) [about 1 scoop],Botanical [A1306],Powder [E0162],2023-12-14,On Market,Suggested use:Add 8g (about one scoop) with 8 fl oz or more of water; juice or smoothie. One scoop. Stir. Smile.
https://dsld.od.nih.gov/label/299821,299821,Greens Blend Alkalize & Detox,Amazing Grass,8 29835 00350 1,8.5 Ounce(s); 240 Gram(s),8 Gram(s) [1 Scoop],Other Combinations [A1325],Powder [E0162],2023-11-22,On Market,Suggested use:Add 8g (about one scoop) with 8-12 fl oz or more of water; juice or smoothie.
https://dsld.od.nih.gov/label/299822,299822,Greens Blend Antioxidant Sweet Berry,Amazing Grass,8 29835 00079 1,7.4 Ounce(s); 210 Gram(s),7 Gram(s) [1 Scoop],Other Combinations [A1325],Powder [E0162],2023-11-22,On Market,Suggested use:Add 7g (about one scoop) with 8-12 fl oz of water; juice or smoothie.
https://dsld.od.nih.gov/label/299823,299823,Green Superfood Berry Flavor,Amazing Grass,8 29835 93700 4,8.5 Ounce(s); 240 Gram(s),8 Gram(s) [About 1 Scoop],Other Combinations [A1325],Powder [E0162],2023-11-22,On Market,Suggested use:Add 8g (about one scoop) with 8 fl oz or more of water; juice or smoothie.
https://dsld.od.nih.gov/label/299824,299824,Greens Blend Superfood Chocolate,Amazing Grass,8 29835 00012 8,1.06 Pound(s); 480 Gram(s),8 Gram(s) [about 1 scoop],Other Combinations [A1325],Powder [E0162],2023-12-14,On Market,Suggested use:Add 8g (about one scoop) to 8-12 fl oz or more of water; juice or smoothie.
https://dsld.od.nih.gov/label/299825,299825,Greens Blend Superfood Capsules The Original,Amazing Grass,8 29835 93200 9,150 Capsule(s),5 Capsule(s),Other Combinations [A1325],Capsule [E0159],2023-11-22,On Market,Suggested Use:Up to 5 capsules a day.
https://dsld.od.nih.gov/label/299826,299826,Greens Blend Detox & Digest,Amazing Grass,8 29835 00473 7,7.4 Ounce(s); 210 Gram(s),7 Gram(s) [1 Scoop],Other Combinations [A1325],Powder [E0162],2023-12-14,On Market,Suggested Use:Add 7 g (about one scoop) with 8-12 fl oz or more of water; juice or smoothie.
https://dsld.od.nih.gov/label/299827,299827,Greens Blend Energy Lemon-Lime,Amazing Grass,8 29835 00042 5,7.4 Ounce(s); 210 Gram(s),7 Gram(s) [About 1 Scoop],Other Combinations [A1325],Powder [E0162],2023-09-25,On Market,Suggested use:Add 7g (about one scoop) with 8-12 fl oz or more of water; juice or smoothie.
https://dsld.od.nih.gov/label/299828,299828,Greens Blend Superfood The Original,Amazing Grass,8 29835 93100 2,8.5 Ounce(s); 240 Gram(s),8 Gram(s) [About 1 scoop],Other Combinations [A1325],Powder [E0162],2023-12-14,On Market,Suggested Use:Add 8g (about one scoop) to 8-12 fl oz or more of water; juice or smoothie.
https://dsld.od.nih.gov/label/299829,299829,Kidz Superfood Outrageous Chocolate Flavored,Amazing Grass,8 29835 54373 1,6.35 Ounce(s); 180 Gram(s),6 Gram(s) [1 Scoop],Botanical with Nutrients [A1317],Powder [E0162],2023-11-22,On Market,One scoop. Stir. Superhero.
https://dsld.od.nih.gov/label/299831,299831,Organic Wheat Grass,Amazing Grass,8 29835 01200 8,200 Tablet(s),1 Tablet(s),Botanical [A1306],Tablet or Pill [E0155],2023-11-22,On Market,Suggested Use:Up to 5 tablets a day.
https://dsld.od.nih.gov/label/299832,299832,Organic Wheat Grass,Amazing Grass,8 29835 01100 1,8.5 Ounce(s); 240 Gram(s),8 Gram(s) [about 1 scoop],Botanical [A1306],Powder [E0162],2023-11-22,On Market,Suggested Use:Add 8 g (about one scoop) with 8 fl oz or more of water; juice or smoothie. One scoop. Stir. Smile.
https://dsld.od.nih.gov/label/299833,299833,Amazing Trio,Amazing Grass,8 29835 00075 3,8.5 Ounce(s); 240 Gram(s),8 Gram(s) [1 Scoop],Botanical [A1306],Powder [E0162],2023-11-22,On Market,Suggested use:Add 8 g (about one scoop) with 8 fl oz more of water; juice or smoothie. On scoop. Stir. Glow.
https://dsld.od.nih.gov/label/299834,299834,Greens Blend Antioxidant Sweet Berry,Amazing Grass,8 29835 00112 5,14.08 Ounce(s); 420 Gram(s),7 Gram(s) [1 Scoop],Other Combinations [A1325],Powder [E0162],2024-03-22,On Market,Suggested Use:Add 7 g (about one scoop) with 8-12 fl oz or more of water; juice or smoothie.
https://dsld.od.nih.gov/label/299835,299835,Greens Blend Superfood The Original,Amazing Grass,8 29835 00053 1,1.76 lb(s); 800 Gram(s),8 Gram(s) [About 1 Scoop],Other Combinations [A1325],Powder [E0162],2023-09-25,On Market,Suggested use:Add 8 g (about one scoop) to 8 - 12 fl oz or more of water; juice or smoothie.
https://dsld.od.nih.gov/label/299836,299836,Kidz Superfood Protein + Probiotics Strawberry Blast Flavored,Amazing Grass,8 29835 00688 5,8.9 Ounce(s); 255 Gram(s),17 Gram(s) [1 scoop],Other Combinations [A1325],Powder [E0162],2023-12-14,On Market,Suggested use:For kids age 4+; add 17g (about one scoop) to 6fl oz or more of milk or smoothie. Daily whole food shakeOne scoop. Stir. Superhero.
https://dsld.od.nih.gov/label/299837,299837,Organic Protein & Kale Smooth Chocolate Flavored,Amazing Grass,8 29835 00632 6,1.22 Pound(s); 555 Gram(s),37 Gram(s) [1 Scoop],Amino acid/Protein [A1305],Powder [E0162],2023-12-14,On Market,Suggested Use: For healthy adults; consume enough protein to meet your daily protein requirements with a combination of high protein foods and protein supplements throughout the day as part of a balanced diet and exercise program. One scoop. Stir. Smile
https://dsld.od.nih.gov/label/299838,299838,Organic Supergreens Powder,Amazing Grass,8 29835 00648 9,5.29 Ounce(s); 150 Gram(s),5 Gram(s) [1 Teaspoon],Botanical [A1306],Powder [E0162],2023-11-22,On Market,Suggested Use:Mix 5g (about one teaspoon) in your favorite smoothie recipe.
https://dsld.od.nih.gov/label/299839,299839,Organic Wheat Grass,Amazing Grass,8 29835 00052 4,1.76 Pound(s); 800 Gram(s),8 Gram(s) [About 1 Scoop],Botanical [A1306],Powder [E0162],2023-11-22,On Market,Suggested Use:Add 8g (about one scoop) to 8-12 fl oz or more of water; juice or smoothie. One scoop. Stir. Smile.
https://dsld.od.nih.gov/label/299840,299840,African Mango Seed Extract,Z Natural Foods,6 16983 44147 3,1 Pound(s); 454 Gram(s),1.4 Gram(s) [1/2 teaspoon],Botanical [A1306],Powder [E0162],2023-12-14,On Market,Suggested use:Mix 1/2 teaspoon with juice or water 30 minutes prior to each meal.
https://dsld.od.nih.gov/label/299841,299841,Astragalus Root Extract Powder,Z Natural Foods,6 16983 44101 5,1 Pound(s); 454 Gram(s),0.8 Gram(s) [1/3 tsp],Botanical [A1306],Powder [E0162],2023-11-22,On Market,Suggested use:Mix 1/3 teaspoon with juice; yogurt; add to your favorite smoothie; or infuse into a tea.
https://dsld.od.nih.gov/label/299842,299842,Cat's Claw Bark Powder,Z Natural Foods,6 16983 44720 8,1 Pound(s); 454 Gram(s),8.4 Gram(s) [1 tbsp],Botanical [A1306],Powder [E0162],2023-11-22,On Market,Cat's Claw powder is best served brewed as a tea; added to soup; as a yogurt topper; or in your favorite smoothie.Suggested use:Mix 1 tablespoon (8.4g) with juice; yogurt; add to your favorite smoothie or infuse into a tea.
https://dsld.od.nih.gov/label/299843,299843,Cat's Claw Bark Powder,Z Natural Foods,6 16983 44721 5,5 Pound(s); 2.27 Kilogram(s),8.4 Gram(s) [1 tbsp],Botanical [A1306],Powder [E0162],2023-11-22,On Market,Cat's Claw powder is best served brewed as a tea; added to soup; as a yogurt topper; or in your favorite smoothie.Suggested use:Mix 1 tablespoon (8.4g) with juice; yogurt; add to your favorite smoothie or infuse into a tea.
https://dsld.od.nih.gov/label/299844,299844,Catuaba Bark Powder,Z Natural Foods,6 16983 44381 1,1 Pound(s); 454 Gram(s),2.8 Gram(s) [1 tsp],Botanical [A1306],Powder [E0162],2023-12-14,On Market,Suggested use:Mix 1 teaspoon with juice; yogurt or add to your favorite smoothie.
https://dsld.od.nih.gov/label/299845,299845,Chaga Mushroom Extract Powder,Z Natural Foods,3 09272 87396 2,1 lb(s); 454 Gram(s),2.8 Gram(s) [1 tsp],Botanical with Nutrients [A1317],Powder [E0162],2023-12-14,On Market,Suggested Use: Take 1 teaspoon once daily.
https://dsld.od.nih.gov/label/299846,299846,Chlorella Powder,Z Natural Foods,3 09272 87204 0,1 Pound(s); 454 Gram(s),2.9 Gram(s) [1 tsp],Botanical [A1306],Powder [E0162],2023-11-22,On Market,For best results; mix with juice; put in your favorite smoothie; sprinkle on yogurt; soups or salad.Suggested Use:Mix 1 teaspoon (2.9 g) with 4 - 6 oz of water; juice; yogurt or your favorite smoothie.
https://dsld.od.nih.gov/label/299847,299847,Cordyceps Mushroom Extract,Z Natural Foods,6 16983 44049 0,1 Pound(s); 454 Gram(s),2.8 Gram(s) [1 tsp],Other Combinations [A1325],Other (e.g. tea bag) [E0172],2023-12-14,On Market,Suggested use:Take 1 teaspoon twice daily. Sprinkle on entrees; soups or add to smoothies or teas.
https://dsld.od.nih.gov/label/299848,299848,Cordyceps Mushroom Extract Powder,Z Natural Foods,6 16983 44769 7,1 Pound(s); 454 Gram(s),2.8 Gram(s) [1 tsp],Other Combinations [A1325],Powder [E0162],2023-12-14,On Market,
https://dsld.od.nih.gov/label/299849,299849,Curcumin Extract Powder,Z Natural Foods,6 16983 44440 5,1 lb(s); 454 Gram(s),1.4 Gram(s) [1/2-1 teaspoon],Non-Nutrient/Non-Botanical [A1309],Powder [E0162],2023-11-22,On Market,Suggested Use:Mix 1/2 to 1 teaspoon with your favorite juice or add to your favorite smoothie.
https://dsld.od.nih.gov/label/299850,299850,EmpowHER,Lean Factor,6 16983 44749 9,150 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2024-03-22,On Market,Suggested use: As a dietary supplement; take 2 capsules twice daily with food and 1 capsule before bed (total of 5 capsules daily).
https://dsld.od.nih.gov/label/299851,299851,Fo-Ti Root Extract Powder (Ho Shou Wu),Z Natural Foods,6 16983 44155 8,1 Pound(s); 454 Gram(s),2.8 Gram(s) [1 tsp],Botanical [A1306],Powder [E0162],2023-11-22,On Market,Suggested Use:Mix 1 teaspoon with juice; yogurt; add to your favorite smoothie; or infuse into a tea.
https://dsld.od.nih.gov/label/299852,299852,Garcinia Cambogia Powder Extract,Z Natural Foods,6 16983 43947 0,1 lb; 454 Gram(s),2.1 Gram(s) [1 tsp],Botanical with Nutrients [A1317],Powder [E0162],2023-12-14,On Market,Suggested Use:Mix 1 teaspoon with juice or water 30 minutes prior to meals.
https://dsld.od.nih.gov/label/299853,299853,Goji Berry Extract,Z Natural Foods,6 16983 43794 0,1 Pound(s); 454 Gram(s),2.8 Gram(s) [1 tsp],Botanical [A1306],Powder [E0162],2023-12-14,On Market,Suggested use:Mix 1 teaspoon with juice; yogurt or add to your favorite smoothie.
https://dsld.od.nih.gov/label/299854,299854,Graviola Leaf Powder,Z Natural Foods,6 16983 43948 7,1 Pound(s); 454 Gram(s),2.8 Gram(s) [1 teaspoon],Botanical [A1306],Powder [E0162],2023-12-14,On Market,Suggested Use:Steep 1 teaspoon in 6 ounces of boiling water for 10 minutes. Take up to 3 times daily.
https://dsld.od.nih.gov/label/299855,299855,Green Coffee Bean Extract Powder,Z Natural Foods,6 16983 44096 4,1 lb(s); 454 Gram(s),1 Gram(s),Non-Nutrient/Non-Botanical [A1309],Powder [E0162],2023-12-14,On Market,Suggested Use:Mix 1/4 teaspoon (1g) with juice or water 30 minutes before each meal.
https://dsld.od.nih.gov/label/299856,299856,Guarana Seeds,Z Natural Foods,6 16983 444760 4,454 Gram(s); 1 Pound(s),2 Gram(s) [4 Seeds],Other Combinations [A1325],Other (e.g. tea bag) [E0172],2023-12-14,On Market,Suggested use:Brew as a tea; in food and snack items.
https://dsld.od.nih.gov/label/299857,299857,Limitless Mind,Lean Factor,3 09272 87296 5,115 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2023-12-14,On Market,Suggested Use: As a dietary supplement; take up to 5 capsules with water first thing in the morning before eating. If stomach discomfort occurs; take with breakfast. Adjust dosage for the desired effect; but do not take more than 10 capsules in a day. Use with caffeine may enhance effects. For best results; cycle by taking for 5 days on and 2 days off each week.
https://dsld.od.nih.gov/label/299858,299858,Luo Han Guo Extract,Z Natural Foods,6 16983 44087 2,1 Pound(s); 454 Gram(s),90 mg [one scoop (1/16 teaspoon)],Botanical [A1306],Powder [E0162],2023-12-14,On Market,Suggested Use:Use one scoop (1/16 teaspoon) in coffee; tea; smoothie or your favorite recipes. For recipes; one teaspoon of our Luo Han Guo Extract Powder is equal to about one cup of sugar.
https://dsld.od.nih.gov/label/299859,299859,Maitake Mushroom Extract Powder,Z Natural Foods,7 93888 83134 6,1 Pound(s); 454 Gram(s),2.8 Gram(s) [1 tsp],Other Combinations [A1325],Powder [E0162],2023-12-14,On Market,Suggested use:1 teaspoon daily in soup; smoothie; or on a salad.
https://dsld.od.nih.gov/label/299860,299860,Mucuna Pruriens Extract Powder,Z Natural Foods,6 16983 44082 7,1 Pound(s); 454 Gram(s),0.7 Gram(s) [1/4 TSP],Other Combinations [A1325],Powder [E0162],2023-12-14,On Market,Suggested use:Begin by taking 1/4 teaspoon each day and if no negative reactions occur work up to 1 teaspoon daily. Mix with water; juice; yogurt; add to a smoothie; or infuse into a tea. Mucuna may work best when taken together with green tea extract.
https://dsld.od.nih.gov/label/299861,299861,Mucuna Pruriens Seed Powder,Z Natural Foods,6 16983 43994 4,1 lb(s); 454 Gram(s),0.7 Gram(s) [1/4-1 tsp],Botanical [A1306],Powder [E0162],2023-11-22,On Market,Suggested Use:Begin by taking 1/4 teaspoon each day and if no negative reactions occur work up to 1 teaspoon daily. Mix with water; juice; yogurt; add to a smoothie; or infuse into a tea. Mucuna may work best when taken together with green tea extract.
https://dsld.od.nih.gov/label/299862,299862,Muira Puama Powder,Z Natural Foods,6 16983 43837 4,1 Pound(s); 454 Gram(s),7.4 Gram(s) [1 tablespoon],Botanical [A1306],Powder [E0162],2023-11-22,On Market,Suggested use:Mix 1 tablespoon with juice; yogurt or add to your favorite smoothie.
https://dsld.od.nih.gov/label/299863,299863,Peak Male,Lean Factor,6 16983 44700 0,150 Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2024-03-22,On Market,Suggested Use: As a dietary supplement; take 2 capsules twice a day with food and 1 capsule before bed (total of 5 capsules daily).
https://dsld.od.nih.gov/label/299864,299864,Piperine Extract Powder,Z Natural Foods,6 16983 44427 6,1 Ounce(s); 28.3 Gram(s),10 mg,Non-Nutrient/Non-Botanical [A1309],Powder [E0162],2023-11-22,On Market,Suggested Use:Add 10 mg to any herb; spice; smoothie; or other healthy nutrients to improve bioavailability.
https://dsld.od.nih.gov/label/299865,299865,Premium Tongkat Ali Root Extract Powder,Z Natural Foods,6 16983 44098 8,1 Pound(s); 454 Gram(s),0.5 Gram(s) [500 mg; approximately 1/4 teaspoon],Botanical [A1306],Powder [E0162],2023-11-22,On Market,Suggested use:Take 500 mg (approximately 1/4 teaspoon) daily with food.
https://dsld.od.nih.gov/label/299866,299866,Raspberry Ketone Extract Powder,Z Natural Foods,6 16983 44136 7,1 Pound(s); 454 Gram(s),1 Gram(s) [1/2 teaspoon (1000 mg)],Non-Nutrient/Non-Botanical [A1309],Powder [E0162],2023-12-14,On Market,Suggested Use: Take 1/2 teaspoon (1000 mg) with food once or twice daily.
https://dsld.od.nih.gov/label/299867,299867,Red Reishi Mushroom (Lingzhi) Extract Powder,Z Natural Foods,6 16983 44766 6,1 lb(s); 454 Gram(s),8 Gram(s) [1 Tablespoon],Botanical with Nutrients [A1317],Powder [E0162],2023-12-14,On Market,Suggested Use:Take 1 tablespoon once daily with food.
https://dsld.od.nih.gov/label/299868,299868,Senna Leaf Powder,Z Natural Foods,6 16983 44519 8,1 Pound(s); 454 Gram(s),1.4 Gram(s) [1/2 tsp],Botanical with Nutrients [A1317],Powder [E0162],2023-11-22,On Market,Suggested use:Used only for cases of acute constipation. Mix 1/2 to 1 teaspoon in 8-10 oz of warm water. If you have any questions about Senna and its used please call us and ask to speak to our on staff master herbalist.
https://dsld.od.nih.gov/label/299869,299869,Organic Shatavari Powder,Z Natural Foods,3 09272 87351 1,1 Pound(s); 454 Gram(s),2 Gram(s) [1/2 tsp],Botanical [A1306],Powder [E0162],2023-12-14,On Market,Suggested Use: Mix 1/2 teaspoon (2 g) with water; juice; sprinkle on yogurt or add to your favorite smoothie.
https://dsld.od.nih.gov/label/299870,299870,Stevia Extract (Debittered),Z Natural Foods,6 16983 44547 1,1 Pound(s); 454 Gram(s),28 mg [1/32 teaspoon],Other Combinations [A1325],Powder [E0162],2023-11-22,On Market,Suggested Use:As an herbal dietary supplement; take 1/4 of a 1/8 teaspoon (1/32 teaspoon) as desired. Stevia extract can be mixed into hot water or other beverages to dilute its intensity.
https://dsld.od.nih.gov/label/299871,299871,Stevia Extract (Reb A 40%),Z Natural Foods,6 16983 44549 5,44 Pound(s); 20 Kilogram(s),28 mg [1/32 tsp],Non-Nutrient/Non-Botanical [A1309],Liquid [E0165],2023-12-14,On Market,Suggested use:As an herbal dietary supplement; take 1/4 of a 1/8 teaspoon (1/32 teaspoon) as desired. Stevia extract can be mixed into hot water or other beverage to dilute its intensity.
https://dsld.od.nih.gov/label/299872,299872,Tongkat Ali (Longjack) Extract Powder,Z Natural Foods,6 16983 44098 8,1 Pound(s); 454 Gram(s),0.7 Gram(s) [1/4 tsp],Botanical [A1306],Powder [E0162],2023-12-14,On Market,Suggested Use:Take 700 mg (approx. 1/4 teaspoon) daily with food.
https://dsld.od.nih.gov/label/299873,299873,Tongkat Ali (Longjack) Powder,Z Natural Foods,6 16983 43950 0,1 lb(s); 454 Gram(s),7 Gram(s) [1 tbsp],Botanical [A1306],Powder [E0162],2023-12-14,On Market,Suggested Use:The traditional preparation is to infuse 1 tablespoon into a tea. You may also mix 1 tablespoon with juice; yogurt or add to your favorite smoothie.
https://dsld.od.nih.gov/label/299874,299874,Turkey Tail Mushroom Extract Powder,Z Natural Foods,7 93888 82654 0,1 Pound(s); 454 Gram(s),3 Gram(s) [1 teaspoon],Botanical [A1306],Powder [E0162],2023-11-22,On Market,Suggested use:Take 1 teaspoon daily. Sprinkle on entrees; soup; salads; yogurt or add to smoothies or teas.
https://dsld.od.nih.gov/label/299875,299875,Turkey Tail Mushroom Powder,Z Natural Foods,6 16983 44739 0,1 Pound(s); 454 Gram(s),2.8 Gram(s) [1 tsp],Botanical [A1306],Powder [E0162],2023-12-14,On Market,For an immune system boost; enjoy the benefits of this rich; mild; earthy mushroom powder brewed as a tea; in your favorite smoothie or sprinkled on yogurt.Suggested Use:Take 1 teaspoon twice daily. Sprinkle on entrees; soups; salads; yogurt or add to smoothies or teas.
https://dsld.od.nih.gov/label/299876,299876,Digital Blue,Quantum Health,0 46985 32290 4,60 Softgel(s),2 Softgel(s),Other Combinations [A1325],Softgel Capsule [E0161],2023-11-22,On Market,Suggested use: Take 2 softgels daily with food
https://dsld.od.nih.gov/label/299877,299877,Elderberry Liquid Extract,Quantum Health,0 46985 01625 4,2 Fluid Ounce(s); 59 Milliliter(s),0.7 mL [1 dropper],Botanical [A1306],Liquid [E0165],2023-12-14,On Market,Suggested use:Use 1 dropper in hot or cold water; or in tea 3-5 times daily.
https://dsld.od.nih.gov/label/299878,299878,Elderberry+,Quantum Health,0 46985 01640 7,4 Fluid Ounce(s); 118 Milliliter(s),5 mL [1 teaspoon],Botanical [A1306],Liquid [E0165],2023-11-22,On Market,Suggested use:Take 1 teaspoon 4 times daily.
https://dsld.od.nih.gov/label/299879,299879,Elderberry+ Great Raspberry Flavor 200 mg,Quantum Health,0 46985 01627 8,36 Lozenge(s),1 Lozenge(s),Botanical with Nutrients [A1317],Lozenge [E0174],2023-11-22,On Market,Suggested use:Completely dissolve 1 lozenge in mouth and swallow. Do not chew. Can be repeated every 2 hours. Adults should not exceed 6 lozenges per day.
https://dsld.od.nih.gov/label/299880,299880,Elderberry Immune Support 400 mg,Quantum Health,0 46958 01624 7,60 Capsule(s),2 Capsule(s),Botanical [A1306],Capsule [E0159],2023-11-22,On Market,Suggested use:Take 2 capsules 3 times daily.
https://dsld.od.nih.gov/label/299881,299881,Immune Support,Quantum Health,0 46985 01622 3,2 Fluid Ounce(s); 59 mL,0.7 mL [1 Dropper],Botanical [A1306],Liquid [E0165],2023-11-22,On Market,Suggested Use:Use 1 dropper in hot or cold water; or in tea 3-5 times daily.
https://dsld.od.nih.gov/label/299882,299882,Immune Support System Strength,Quantum Health,0 46985 01619 3,30 Capsule(s),1 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2023-12-14,On Market,Suggested use:Take 1 capsule 3 times daily.
https://dsld.od.nih.gov/label/299883,299883,Macula 30+ Eye Health,Quantum Health,0 46985 32291 1,60 Softgel(s),2 Softgel(s),Other Combinations [A1325],Softgel Capsule [E0161],2023-12-14,On Market,Suggested Use: Take 2 softgels daily with food.
https://dsld.od.nih.gov/label/299884,299884,MigShield,Quantum Health,0 46985 00321 6,60 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2023-11-22,On Market,Suggested Use:Adults take 1 tablet twice daily or as directed by a doctor. MigShield is formulated to provide benefits within the 4 to 12 week build up period. Continue using once you notice benefits.
https://dsld.od.nih.gov/label/299885,299885,SeeLutein+,Quantum Health,0 46985 32289 8,30 Softgel(s),1 Softgel(s),Other Combinations [A1325],Softgel Capsule [E0161],2023-11-22,On Market,Suggested use: Take 1 softgel daily with food
https://dsld.od.nih.gov/label/299886,299886,SuperImmune+,Quantum Health,0 46985 00112 0,90 Capsule(s),3 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2023-12-14,On Market,Suggested Use:Take 3 capsules daily.
https://dsld.od.nih.gov/label/299887,299887,SuperLysine+,Quantum Health,0 46985 00110 6,90 Tablet(s),3 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2023-12-14,On Market,Suggested Use:Take 3 tablets daily.
https://dsld.od.nih.gov/label/299888,299888,SuperLysine+,Quantum Health,0 46985 00111 3,180 Tablet(s),3 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2023-12-14,On Market,Suggested use:Take 3 tablets daily.
https://dsld.od.nih.gov/label/299889,299889,SuperLysine+ Liquid Extract,Quantum Health,0 46985 03102 8,2 Fluid Ounce(s); 59 mL,0.7 mL [1 Dropper],Other Combinations [A1325],Liquid [E0165],2023-11-22,On Market,Suggested Use:Use 1 dropper in hot or cold water; or in tea; 4-6 times daily.
